DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa)
2017-08-01 00:00:23 +0800, BME280, 27.540001, 55.438477, 999.551
2017-08-01 00:00:55 +0800, BME280, 27.540001, 55.460938, 999.538
2017-08-01 00:01:26 +0800, BME280, 27.549999, 55.483398, 999.636
2017-08-01 00:01:58 +0800, BME280, 27.549999, 55.438477, 999.653
2017-08-01 00:02:29 +0800, BME280, 27.549999, 55.439453, 999.638
2017-08-01 00:03:01 +0800, BME280, 27.559999, 55.451172, 999.604
2017-08-01 00:03:32 +0800, BME280, 27.549999, 55.451172, 999.597
2017-08-01 00:04:03 +0800, BME280, 27.570000, 55.452148, 999.576
2017-08-01 00:04:35 +0800, BME280, 27.559999, 55.440430, 999.580
2017-08-01 00:05:06 +0800, BME280, 27.580000, 55.430664, 999.569
2017-08-01 00:05:38 +0800, BME280, 27.580000, 55.454102, 999.567
2017-08-01 00:06:10 +0800, BME280, 27.590000, 55.476562, 999.569
2017-08-01 00:06:41 +0800, BME280, 27.590000, 55.499023, 999.534
2017-08-01 00:07:12 +0800, BME280, 27.580000, 55.510742, 999.546
2017-08-01 00:07:44 +0800, BME280, 27.590000, 55.522461, 999.548
2017-08-01 00:08:15 +0800, BME280, 27.590000, 55.544922, 999.535
2017-08-01 00:08:47 +0800, BME280, 27.600000, 55.557617, 999.532
2017-08-01 00:09:18 +0800, BME280, 27.600000, 55.634766, 999.504
2017-08-01 00:09:50 +0800, BME280, 27.610001, 55.680664, 999.519
2017-08-01 00:10:21 +0800, BME280, 27.610001, 55.693359, 999.529
2017-08-01 00:10:53 +0800, BME280, 27.610001, 55.715820, 999.536
2017-08-01 00:11:24 +0800, BME280, 27.620001, 55.739258, 999.521
2017-08-01 00:11:56 +0800, BME280, 27.620001, 55.806641, 999.504
2017-08-01 00:12:27 +0800, BME280, 27.610001, 55.919922, 999.454
2017-08-01 00:12:59 +0800, BME280, 27.639999, 55.955078, 999.496
2017-08-01 00:13:30 +0800, BME280, 27.629999, 55.977539, 999.489
2017-08-01 00:14:02 +0800, BME280, 27.650000, 56.055664, 999.481
2017-08-01 00:14:33 +0800, BME280, 27.639999, 56.145508, 999.467
2017-08-01 00:15:05 +0800, BME280, 27.660000, 56.204102, 999.531
2017-08-01 00:15:37 +0800, BME280, 27.660000, 56.181641, 999.501
2017-08-01 00:16:08 +0800, BME280, 27.650000, 56.281250, 999.519
2017-08-01 00:16:40 +0800, BME280, 27.660000, 56.372070, 999.513
