DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa)
2017-07-21 00:00:10 +0800, BME280, 27.320000, 55.746094, 1007.616
2017-07-21 00:00:47 +0800, BME280, 27.309999, 55.756836, 1007.791
2017-07-21 00:01:19 +0800, BME280, 27.320000, 55.768555, 1007.756
2017-07-21 00:01:51 +0800, BME280, 27.320000, 55.756836, 1007.773
2017-07-21 00:02:22 +0800, BME280, 27.320000, 55.747070, 1007.755
2017-07-21 00:02:54 +0800, BME280, 27.330000, 55.737305, 1007.763
2017-07-21 00:03:26 +0800, BME280, 27.330000, 55.725586, 1007.777
2017-07-21 00:03:57 +0800, BME280, 27.330000, 55.738281, 1007.763
2017-07-21 00:04:29 +0800, BME280, 27.320000, 55.758789, 1007.750
2017-07-21 00:05:00 +0800, BME280, 27.340000, 55.793945, 1007.770
2017-07-21 00:05:32 +0800, BME280, 27.340000, 55.883789, 1007.737
2017-07-21 00:06:04 +0800, BME280, 27.340000, 55.984375, 1007.738
2017-07-21 00:06:35 +0800, BME280, 27.360001, 55.964844, 1007.733
2017-07-21 00:07:07 +0800, BME280, 27.350000, 56.097656, 1007.728
2017-07-21 00:07:38 +0800, BME280, 27.360001, 56.166016, 1007.753
2017-07-21 00:08:10 +0800, BME280, 27.360001, 56.300781, 1007.709
2017-07-21 00:08:42 +0800, BME280, 27.360001, 56.480469, 1007.741
2017-07-21 00:09:13 +0800, BME280, 27.370001, 56.526367, 1007.698
2017-07-21 00:09:45 +0800, BME280, 27.379999, 56.605469, 1007.692
2017-07-21 00:10:17 +0800, BME280, 27.370001, 56.637695, 1007.677
2017-07-21 00:10:48 +0800, BME280, 27.379999, 56.685547, 1007.674
2017-07-21 00:11:20 +0800, BME280, 27.389999, 56.797852, 1007.712
2017-07-21 00:11:52 +0800, BME280, 27.379999, 57.054688, 1007.686
2017-07-21 00:12:23 +0800, BME280, 27.389999, 57.256836, 1007.679
2017-07-21 00:12:55 +0800, BME280, 27.389999, 57.301758, 1007.670
2017-07-21 00:13:27 +0800, BME280, 27.400000, 57.550781, 1007.663
2017-07-21 00:13:58 +0800, BME280, 27.400000, 57.729492, 1007.691
2017-07-21 00:14:30 +0800, BME280, 27.410000, 57.875000, 1007.691
2017-07-21 00:15:01 +0800, BME280, 27.410000, 57.841797, 1007.681
2017-07-21 00:15:33 +0800, BME280, 27.410000, 57.886719, 1007.681
2017-07-21 00:16:05 +0800, BME280, 27.410000, 57.954102, 1007.639
2017-07-21 00:16:36 +0800, BME280, 27.410000, 58.020508, 1007.636
2017-07-21 00:17:08 +0800, BME280, 27.410000, 58.022461, 1007.677
2017-07-21 00:17:40 +0800, BME280, 27.420000, 58.089844, 1007.657
2017-07-21 00:18:11 +0800, BME280, 27.420000, 58.470703, 1007.639
2017-07-21 00:18:43 +0800, BME280, 27.420000, 58.762695, 1007.665
2017-07-21 00:19:14 +0800, BME280, 27.430000, 58.988281, 1007.638
2017-07-21 00:19:46 +0800, BME280, 27.430000, 58.875977, 1007.633
2017-07-21 00:20:18 +0800, BME280, 27.420000, 58.750977, 1007.612
2017-07-21 00:20:49 +0800, BME280, 27.430000, 58.439453, 1007.622
2017-07-21 00:21:21 +0800, BME280, 27.430000, 58.673828, 1007.624
2017-07-21 00:21:53 +0800, BME280, 27.430000, 58.820312, 1007.660
2017-07-21 00:22:24 +0800, BME280, 27.440001, 58.853516, 1007.620
2017-07-21 00:22:56 +0800, BME280, 27.440001, 58.965820, 1007.658
2017-07-21 00:23:28 +0800, BME280, 27.440001, 59.177734, 1007.630
2017-07-21 00:23:59 +0800, BME280, 27.440001, 59.493164, 1007.612
2017-07-21 00:24:31 +0800, BME280, 27.450001, 59.448242, 1007.652
2017-07-21 00:25:03 +0800, BME280, 27.440001, 59.415039, 1007.596
2017-07-21 00:25:34 +0800, BME280, 27.450001, 59.236328, 1007.587
2017-07-21 00:26:06 +0800, BME280, 27.450001, 58.912109, 1007.580
2017-07-21 00:26:37 +0800, BME280, 27.469999, 59.125977, 1007.596
2017-07-21 00:27:09 +0800, BME280, 27.469999, 59.317383, 1007.630
2017-07-21 00:27:41 +0800, BME280, 27.469999, 59.316406, 1007.603
2017-07-21 00:28:12 +0800, BME280, 27.469999, 59.596680, 1007.582
2017-07-21 00:28:44 +0800, BME280, 27.469999, 60.136719, 1007.595
2017-07-21 00:29:15 +0800, BME280, 27.469999, 60.024414, 1007.593
2017-07-21 00:29:47 +0800, BME280, 27.480000, 60.158203, 1007.570
2017-07-21 00:30:19 +0800, BME280, 27.480000, 60.460938, 1007.551
2017-07-21 00:30:50 +0800, BME280, 27.480000, 60.237305, 1007.568
2017-07-21 00:31:22 +0800, BME280, 27.480000, 60.180664, 1007.567
2017-07-21 00:31:54 +0800, BME280, 27.480000, 60.225586, 1007.546
2017-07-21 00:32:26 +0800, BME280, 27.480000, 60.270508, 1007.535
2017-07-21 00:32:57 +0800, BME280, 27.490000, 60.160156, 1007.539
2017-07-21 00:33:29 +0800, BME280, 27.490000, 60.137695, 1007.578
2017-07-21 00:34:00 +0800, BME280, 27.490000, 60.183594, 1007.565
2017-07-21 00:34:32 +0800, BME280, 27.490000, 60.283203, 1007.497
2017-07-21 00:35:04 +0800, BME280, 27.500000, 60.339844, 1007.508
2017-07-21 00:35:35 +0800, BME280, 27.500000, 60.620117, 1007.544
2017-07-21 00:36:07 +0800, BME280, 27.500000, 60.788086, 1007.483
2017-07-21 00:36:39 +0800, BME280, 27.510000, 60.598633, 1007.507
2017-07-21 00:37:10 +0800, BME280, 27.510000, 61.024414, 1007.506
2017-07-21 00:37:42 +0800, BME280, 27.510000, 61.069336, 1007.469
2017-07-21 00:38:13 +0800, BME280, 27.520000, 60.902344, 1007.478
2017-07-21 00:38:45 +0800, BME280, 27.510000, 61.035156, 1007.422
2017-07-21 00:39:17 +0800, BME280, 27.520000, 61.082031, 1007.435
2017-07-21 00:39:48 +0800, BME280, 27.530001, 61.452148, 1007.451
2017-07-21 00:40:20 +0800, BME280, 27.530001, 61.126953, 1007.419
2017-07-21 00:40:52 +0800, BME280, 27.530001, 61.150391, 1007.409
2017-07-21 00:41:23 +0800, BME280, 27.530001, 60.937500, 1007.400
2017-07-21 00:41:55 +0800, BME280, 27.530001, 60.713867, 1007.380
2017-07-21 00:42:26 +0800, BME280, 27.530001, 60.836914, 1007.407
2017-07-21 00:42:58 +0800, BME280, 27.540001, 60.972656, 1007.376
2017-07-21 00:43:30 +0800, BME280, 27.549999, 61.219727, 1007.400
2017-07-21 00:44:01 +0800, BME280, 27.549999, 61.119141, 1007.395
2017-07-21 00:44:33 +0800, BME280, 27.549999, 61.488281, 1007.389
2017-07-21 00:45:04 +0800, BME280, 27.549999, 61.937500, 1007.404
2017-07-21 00:45:36 +0800, BME280, 27.549999, 61.769531, 1007.395
2017-07-21 00:46:08 +0800, BME280, 27.559999, 61.970703, 1007.369
2017-07-21 00:46:39 +0800, BME280, 27.559999, 61.737305, 1007.378
2017-07-21 00:47:11 +0800, BME280, 27.559999, 61.625000, 1007.368
2017-07-21 00:47:43 +0800, BME280, 27.559999, 61.669922, 1007.366
2017-07-21 00:48:14 +0800, BME280, 27.559999, 61.536133, 1007.347
2017-07-21 00:48:46 +0800, BME280, 27.559999, 61.625000, 1007.360
2017-07-21 00:49:18 +0800, BME280, 27.559999, 61.972656, 1007.353
2017-07-21 00:49:49 +0800, BME280, 27.570000, 61.792969, 1007.351
2017-07-21 00:50:21 +0800, BME280, 27.580000, 61.861328, 1007.339
2017-07-21 00:50:52 +0800, BME280, 27.580000, 61.818359, 1007.327
2017-07-21 00:51:24 +0800, BME280, 27.580000, 61.818359, 1007.302
2017-07-21 00:51:56 +0800, BME280, 27.580000, 61.940430, 1007.320
2017-07-21 00:52:27 +0800, BME280, 27.570000, 61.983398, 1007.283
2017-07-21 00:52:59 +0800, BME280, 27.590000, 62.042969, 1007.317
2017-07-21 00:53:30 +0800, BME280, 27.590000, 62.243164, 1007.259
2017-07-21 00:54:02 +0800, BME280, 27.590000, 62.042969, 1007.270
2017-07-21 00:54:34 +0800, BME280, 27.590000, 62.065430, 1007.312
2017-07-21 00:55:05 +0800, BME280, 27.590000, 62.289062, 1007.279
2017-07-21 00:55:37 +0800, BME280, 27.600000, 62.479492, 1007.309
2017-07-21 00:56:09 +0800, BME280, 27.600000, 62.514648, 1007.317
2017-07-21 00:56:40 +0800, BME280, 27.610001, 62.437500, 1007.320
2017-07-21 00:57:12 +0800, BME280, 27.600000, 62.089844, 1007.295
2017-07-21 00:57:44 +0800, BME280, 27.600000, 62.458984, 1007.288
2017-07-21 00:58:15 +0800, BME280, 27.600000, 62.715820, 1007.271
2017-07-21 00:58:47 +0800, BME280, 27.610001, 62.750000, 1007.296
2017-07-21 00:59:18 +0800, BME280, 27.620001, 62.750977, 1007.299
2017-07-21 00:59:50 +0800, BME280, 27.610001, 62.761719, 1007.314
2017-07-21 01:00:21 +0800, BME280, 27.620001, 62.728516, 1007.313
2017-07-21 01:00:53 +0800, BME280, 27.629999, 62.608398, 1007.319
2017-07-21 01:01:25 +0800, BME280, 27.629999, 62.697266, 1007.321
2017-07-21 01:01:56 +0800, BME280, 27.629999, 62.744141, 1007.335
2017-07-21 01:02:28 +0800, BME280, 27.639999, 62.855469, 1007.332
2017-07-21 01:03:00 +0800, BME280, 27.639999, 62.799805, 1007.332
2017-07-21 01:03:31 +0800, BME280, 27.629999, 62.764648, 1007.302
2017-07-21 01:04:03 +0800, BME280, 27.629999, 62.654297, 1007.292
2017-07-21 01:04:35 +0800, BME280, 27.639999, 62.732422, 1007.306
2017-07-21 01:05:06 +0800, BME280, 27.639999, 62.900391, 1007.302
2017-07-21 01:05:38 +0800, BME280, 27.639999, 62.889648, 1007.271
2017-07-21 01:06:10 +0800, BME280, 27.639999, 63.146484, 1007.274
2017-07-21 01:06:41 +0800, BME280, 27.650000, 63.204102, 1007.296
2017-07-21 01:07:13 +0800, BME280, 27.650000, 62.933594, 1007.260
2017-07-21 01:07:45 +0800, BME280, 27.650000, 62.923828, 1007.263
2017-07-21 01:08:16 +0800, BME280, 27.650000, 63.125977, 1007.271
2017-07-21 01:08:48 +0800, BME280, 27.660000, 63.137695, 1007.281
2017-07-21 01:09:20 +0800, BME280, 27.660000, 63.037109, 1007.260
2017-07-21 01:09:51 +0800, BME280, 27.660000, 63.048828, 1007.265
2017-07-21 01:10:23 +0800, BME280, 27.660000, 63.160156, 1007.296
2017-07-21 01:10:54 +0800, BME280, 27.670000, 63.183594, 1007.277
2017-07-21 01:11:26 +0800, BME280, 27.670000, 63.297852, 1007.281
2017-07-21 01:11:58 +0800, BME280, 27.670000, 63.329102, 1007.285
2017-07-21 01:12:29 +0800, BME280, 27.670000, 63.396484, 1007.293
2017-07-21 01:13:01 +0800, BME280, 27.670000, 63.451172, 1007.283
2017-07-21 01:13:33 +0800, BME280, 27.670000, 63.441406, 1007.294
2017-07-21 01:14:04 +0800, BME280, 27.670000, 63.497070, 1007.270
2017-07-21 01:14:36 +0800, BME280, 27.680000, 63.454102, 1007.281
2017-07-21 01:15:08 +0800, BME280, 27.670000, 63.386719, 1007.263
2017-07-21 01:15:39 +0800, BME280, 27.670000, 63.476562, 1007.253
2017-07-21 01:16:11 +0800, BME280, 27.670000, 63.487305, 1007.285
2017-07-21 01:16:42 +0800, BME280, 27.680000, 63.454102, 1007.288
2017-07-21 01:17:14 +0800, BME280, 27.680000, 63.464844, 1007.304
2017-07-21 01:17:46 +0800, BME280, 27.680000, 63.499023, 1007.262
2017-07-21 01:18:17 +0800, BME280, 27.680000, 63.476562, 1007.245
2017-07-21 01:18:49 +0800, BME280, 27.680000, 63.487305, 1007.270
2017-07-21 01:19:21 +0800, BME280, 27.680000, 63.521484, 1007.265
2017-07-21 01:19:53 +0800, BME280, 27.690001, 63.612305, 1007.236
2017-07-21 01:20:24 +0800, BME280, 27.690001, 63.748047, 1007.278
2017-07-21 01:20:56 +0800, BME280, 27.690001, 63.723633, 1007.276
2017-07-21 01:21:28 +0800, BME280, 27.690001, 63.768555, 1007.282
2017-07-21 01:21:59 +0800, BME280, 27.700001, 63.803711, 1007.255
2017-07-21 01:22:31 +0800, BME280, 27.700001, 63.972656, 1007.299
2017-07-21 01:23:02 +0800, BME280, 27.709999, 63.894531, 1007.270
2017-07-21 01:23:34 +0800, BME280, 27.700001, 63.882812, 1007.276
2017-07-21 01:24:06 +0800, BME280, 27.709999, 63.972656, 1007.238
2017-07-21 01:24:38 +0800, BME280, 27.709999, 63.872070, 1007.244
2017-07-21 01:25:09 +0800, BME280, 27.709999, 63.916992, 1007.263
2017-07-21 01:25:41 +0800, BME280, 27.719999, 63.962891, 1007.230
2017-07-21 01:26:13 +0800, BME280, 27.719999, 63.998047, 1007.240
2017-07-21 01:26:44 +0800, BME280, 27.730000, 64.031250, 1007.209
2017-07-21 01:27:16 +0800, BME280, 27.740000, 64.155273, 1007.244
2017-07-21 01:27:47 +0800, BME280, 27.730000, 64.211914, 1007.200
2017-07-21 01:28:19 +0800, BME280, 27.730000, 64.133789, 1007.208
2017-07-21 01:28:51 +0800, BME280, 27.740000, 64.202148, 1007.190
2017-07-21 01:29:22 +0800, BME280, 27.740000, 64.234375, 1007.176
2017-07-21 01:29:54 +0800, BME280, 27.730000, 64.133789, 1007.173
2017-07-21 01:30:26 +0800, BME280, 27.740000, 64.066406, 1007.154
2017-07-21 01:30:57 +0800, BME280, 27.730000, 64.245117, 1007.139
2017-07-21 01:31:29 +0800, BME280, 27.740000, 64.267578, 1007.138
2017-07-21 01:32:00 +0800, BME280, 27.740000, 64.403320, 1007.137
2017-07-21 01:32:32 +0800, BME280, 27.750000, 64.425781, 1007.110
